ID,Sex,Population,Ancestral group,GOL,NOL,BNL,BBH,XCB,XFB,ZYB,AUB,WCB,ASB,BPL,NPH,NLH,JUB,NLB,MAB,MDH,MDB,OBH,OBB,DKB,NDS,WNB,SIS,ZMB,SSS,FMB,NAS,EKB,DKS,IML,XML,MLS,WMH,SOS,GLS,STB,FRC,FRS,FRF,PAC,PAS,PAF,OCC,OCS,OCF,FOL,NAR,SSR,PRR,DKR,ZOR,FMR,EKR,ZMR,AVR,BRR,VRR,LAR,OSR,BAR,NAA,PRA,BAA,NBA,BBA,BRA,SSA,NFA,DKA,NDA,SIA,FRA,PAA,OCA,RFA,RPA,ROA,BSA,SBA,SLA,TBA
716,M,SAN,African,5.204006687077,5.19295685089,4.584967478671,4.804021044733,4.85203026392,4.762173934798,4.779123493112,4.700480365792,4.219507705176,4.63472898823,4.584967478671,4.060443010546,3.761200115694,4.718498871295,3.218875824868,4.110873864173,2.995732273554,2.197224577336,3.401197381662,3.688879454114,3.218875824868,1.791759469228,2.240709689276,-2.302585092994,4.553876891601,2.944438979166,4.584967478671,2.890371757896,4.595119850135,2.564949357462,3.555348061489,3.931825632724,2.484906649788,3.044522437723,1.609437912434,0,4.700480365792,4.663439094112,3.367295829986,3.80666248977,4.700480365792,3.135494215929,4.060443010546,4.510859506517,3.4657359028,3.85014760171,3.610917912644,4.532599493153,4.510859506517,4.624972813284,4.430816798843,4.418840607797,4.330733340286,4.262679877041,4.290459441148,4.406719247264,4.682131227124,4.700480365792,4.595119850135,3.737669618283,2.639057329615,4.290459441148,4.290459441148,3.526360524616,4.290459441148,4.025351690735,3.912023005428,4.912654885736,4.941642422609,4.955827057601,4.859812404362,5.181783550292,4.804021044733,4.905274778438,4.700480365792,4.143134726392,4.15888308336,4.204692619391,5.04985600725,4.663439094112,4.465908118655,5.017279836815
717,M,SAN,African,5.187385805841,5.170483995038,4.564348191468,4.779123493112,4.85203026392,4.672828834462,4.812184355372,4.718498871295,4.248495242049,4.653960350158,4.553876891601,4.060443010546,3.784189633918,4.663439094112,3.258096538021,4.043051267835,3.258096538021,2.564949357462,3.433987204485,3.610917912644,3.091042453358,1.791759469228,2.00148000021,-0.69314718056,4.584967478671,2.995732273554,4.532599493153,2.77258872224,4.521788577049,2.302585092994,3.526360524616,3.931825632724,2.397895272798,2.995732273554,2.07944154168,0.69314718056,4.63472898823,4.709530201312,3.433987204485,3.828641396489,4.644390899141,2.944438979166,4.025351690735,4.44265125649,3.332204510175,3.761200115694,3.555348061489,4.54329478227,4.521788577049,4.615120516841,4.430816798843,4.394449154672,4.343805421854,4.290459441148,4.290459441148,4.394449154672,4.653960350158,4.653960350158,4.574710978503,3.610917912644,2.639057329615,4.262679877041,4.290459441148,3.555348061489,4.248495242049,4.110873864173,3.891820298111,4.912654885736,4.955827057601,5.003946305945,4.812184355372,5.105945473901,4.795790545597,4.941642422609,4.727387818712,4.219507705176,4.127134385045,4.094344562222,5.081404364984,4.672828834462,4.44265125649,5.023880520846
718,M,SAN,African,5.225746673713,5.214935757609,4.584967478671,4.820281565605,4.859812404362,4.653960350158,4.844187086459,4.682131227124,4.204692619391,4.744932128363,4.615120516841,4.189654742026,3.871201010908,4.727387818712,3.332204510175,4.077537443906,3.401197381662,2.564949357462,3.433987204485,3.713572066704,3.044522437723,2.197224577336,2.272125885509,0.69314718056,4.615120516841,3.135494215929,4.615120516841,2.833213344056,4.615120516841,2.302585092994,3.526360524616,3.970291913552,2.484906649788,3.135494215929,1.791759469228,0.69314718056,4.584967478671,4.691347882229,3.332204510175,3.737669618283,4.718498871295,3.091042453358,4.060443010546,4.488636369732,3.4657359028,3.988984046564,3.688879454114,4.532599493153,4.54329478227,4.624972813284,4.394449154672,4.394449154672,4.317488113536,4.248495242049,4.248495242049,4.406719247264,4.727387818712,4.762173934798,4.682131227124,3.737669618283,2.397895272798,4.290459441148,4.219507705176,3.66356164613,4.290459441148,4.043051267835,3.891820298111,4.875197323201,4.96284463026,5.023880520846,4.595119850135,4.905274778438,4.820281565605,4.919980925828,4.672828834462,4.143134726392,4.110873864173,3.970291913552,5.164785973924,4.672828834462,4.430816798843,5.056245805348
719,M,SAN,African,5.204006687077,5.176149732574,4.477336814478,4.762173934798,4.859812404362,4.691347882229,4.779123493112,4.672828834462,4.234106504597,4.682131227124,4.49980967033,3.970291913552,3.713572066704,4.682131227124,3.295836866004,4.025351690735,3.218875824868,2.397895272798,3.332204510175,3.637586159726,3.178053830348,2.197224577336,1.945910149055,-0.105360515658,4.54329478227,2.833213344056,4.564348191468,2.708050201102,4.574710978503,1.945910149055,3.433987204485,3.828641396489,2.302585092994,2.890371757896,2.197224577336,1.098612288668,4.644390899141,4.663439094112,3.258096538021,3.80666248977,4.787491742782,3.218875824868,4.174387269896,4.488636369732,3.295836866004,3.761200115694,3.583518938456,4.454347296253,4.465908118655,4.54329478227,4.317488113536,4.35670882669,4.262679877041,4.204692619391,4.248495242049,4.35670882669,4.682131227124,4.709530201312,4.653960350158,3.66356164613,2.302585092994,4.317488113536,4.262679877041,3.555348061489,4.304065093204,4.094344562222,3.828641396489,4.941642422609,4.976733742421,5.06890420222,4.663439094112,5.017279836815,4.844187086459,4.905274778438,4.762173934798,4.174387269896,4.234106504597,4.025351690735,5.003946305945,4.624972813284,4.35670882669,5.06890420222
720,M,SAN,African,5.19295685089,5.176149732574,4.564348191468,4.787491742782,4.85203026392,4.691347882229,4.779123493112,4.718498871295,4.262679877041,4.691347882229,4.521788577049,4.007333185232,3.784189633918,4.736198448395,3.401197381662,4.127134385045,3.433987204485,2.995732273554,3.367295829986,3.713572066704,3.258096538021,2.07944154168,2.10413415427,1.163150809806,4.54329478227,2.890371757896,4.595119850135,2.833213344056,4.605170185988,2.302585092994,3.526360524616,3.912023005428,2.639057329615,3.091042453358,2.302585092994,1.38629436112,4.653960350158,4.663439094112,3.295836866004,3.891820298111,4.672828834462,2.995732273554,4.043051267835,4.465908118655,3.295836866004,3.912023005428,3.737669618283,4.521788577049,4.477336814478,4.532599493153,4.430816798843,4.369447852467,4.317488113536,4.276666119016,4.248495242049,4.330733340286,4.709530201312,4.736198448395,4.653960350158,3.784189633918,2.302585092994,4.234106504597,4.343805421854,3.526360524616,4.290459441148,4.043051267835,3.912023005428,4.927253685157,4.955827057601,5.023880520846,4.762173934798,4.644390899141,4.836281906952,4.934473933131,4.753590191106,4.127134385045,4.077537443906,3.988984046564,5.147494476813,4.682131227124,4.465908118655,5.075173815234
721,M,SAN,African,5.19295685089,5.19295685089,4.574710978503,4.820281565605,4.844187086459,4.672828834462,4.836281906952,4.727387818712,4.248495242049,4.644390899141,4.521788577049,4.174387269896,3.891820298111,4.744932128363,3.4657359028,4.110873864173,3.295836866004,2.639057329615,3.4657359028,3.66356164613,3.218875824868,2.197224577336,2.341805806147,0.99325177301,4.644390899141,2.944438979166,4.624972813284,2.833213344056,4.624972813284,2.397895272798,3.496507561466,3.931825632724,2.564949357462,3.367295829986,2.07944154168,0,4.653960350158,4.727387818712,3.401197381662,3.912023005428,4.663439094112,2.833213344056,3.970291913552,4.54329478227,3.4657359028,3.891820298111,3.583518938456,4.54329478227,4.521788577049,4.574710978503,4.418840607797,4.418840607797,4.330733340286,4.262679877041,4.290459441148,4.330733340286,4.709530201312,4.709530201312,4.63472898823,3.637586159726,2.564949357462,4.189654742026,4.304065093204,3.688879454114,4.276666119016,4.094344562222,3.871201010908,4.941642422609,4.96284463026,4.990432586779,4.682131227124,4.828313737302,4.820281565605,4.969813299576,4.709530201312,4.189654742026,4.077537443906,4.189654742026,5.087596335232,4.663439094112,4.454347296253,5.036952602414
722,M,SAN,African,5.153291594498,5.13579843705,4.521788577049,4.820281565605,4.897839799951,4.624972813284,4.836281906952,4.727387818712,4.204692619391,4.605170185988,4.564348191468,4.077537443906,3.784189633918,4.709530201312,3.258096538021,4.060443010546,2.890371757896,2.197224577336,3.496507561466,3.66356164613,2.944438979166,2.197224577336,1.609437912434,0.262364264467,4.488636369732,2.995732273554,4.54329478227,2.639057329615,4.553876891601,1.609437912434,3.637586159726,3.951243718581,2.484906649788,2.77258872224,1.945910149055,1.098612288668,4.584967478671,4.653960350158,3.218875824868,3.761200115694,4.672828834462,3.135494215929,4.094344562222,4.510859506517,3.218875824868,3.80666248977,3.610917912644,4.477336814478,4.532599493153,4.615120516841,4.343805421854,4.35670882669,4.369447852467,4.262679877041,4.276666119016,4.382026634674,4.691347882229,4.718498871295,4.615120516841,3.688879454114,2.708050201102,4.317488113536,4.219507705176,3.610917912644,4.35670882669,4.025351690735,3.828641396489,4.882801922586,4.990432586779,5.105945473901,4.532599493153,4.828313737302,4.85203026392,4.890349128222,4.804021044733,4.143134726392,4.110873864173,4.15888308336,5.099866427824,4.644390899141,4.454347296253,5.010635294096
723,M,SAN,African,5.181783550292,5.170483995038,4.49980967033,4.795790545597,4.882801922586,4.682131227124,4.762173934798,4.700480365792,4.189654742026,4.672828834462,4.510859506517,4.025351690735,3.737669618283,4.653960350158,3.258096538021,4.077537443906,3.135494215929,2.302585092994,3.295836866004,3.637586159726,2.944438979166,1.791759469228,1.098612288668,-1.203972804326,4.394449154672,2.77258872224,4.521788577049,2.77258872224,4.521788577049,2.302585092994,3.526360524616,3.80666248977,2.302585092994,2.833213344056,1.791759469228,1.098612288668,4.672828834462,4.672828834462,3.401197381662,3.80666248977,4.700480365792,3.135494215929,4.007333185232,4.454347296253,3.332204510175,3.66356164613,3.688879454114,4.465908118655,4.430816798843,4.54329478227,4.35670882669,4.304065093204,4.248495242049,4.204692619391,4.204692619391,4.317488113536,4.700480365792,4.736198448395,4.644390899141,3.688879454114,2.484906649788,4.290459441148,4.262679877041,3.583518938456,4.317488113536,4.077537443906,3.828641396489,4.919980925828,4.955827057601,5.003946305945,4.744932128363,5.056245805348,4.787491742782,4.905274778438,4.736198448395,4.174387269896,4.127134385045,3.970291913552,5.181783550292,4.644390899141,4.430816798843,5.043425116919
724,M,SAN,African,5.123963979403,5.111987788357,4.521788577049,4.804021044733,4.844187086459,4.663439094112,4.779123493112,4.718498871295,4.204692619391,4.63472898823,4.532599493153,3.988984046564,3.688879454114,4.672828834462,3.258096538021,4.060443010546,2.995732273554,2.302585092994,3.295836866004,3.637586159726,2.890371757896,1.791759469228,1.38629436112,-0.223143551314,4.418840607797,2.708050201102,4.532599493153,2.639057329615,4.532599493153,1.791759469228,3.610917912644,3.951243718581,2.484906649788,2.995732273554,2.07944154168,0.69314718056,4.653960350158,4.663439094112,3.332204510175,3.828641396489,4.595119850135,3.044522437723,3.951243718581,4.369447852467,3.135494215929,3.555348061489,3.610917912644,4.465908118655,4.454347296253,4.574710978503,4.369447852467,4.406719247264,4.317488113536,4.276666119016,4.290459441148,4.35670882669,4.653960350158,4.663439094112,4.521788577049,3.713572066704,2.77258872224,4.304065093204,4.276666119016,3.526360524616,4.330733340286,4.043051267835,3.85014760171,4.941642422609,4.983606621708,5.087596335232,4.727387818712,4.912654885736,4.820281565605,4.897839799951,4.779123493112,4.189654742026,4.094344562222,4.077537443906,5.123963979403,4.624972813284,4.532599493153,4.997212273764
725,M,SAN,African,5.170483995038,5.153291594498,4.521788577049,4.859812404362,4.85203026392,4.644390899141,4.744932128363,4.682131227124,4.174387269896,4.663439094112,4.454347296253,3.931825632724,3.737669618283,4.624972813284,3.218875824868,4.094344562222,3.091042453358,2.302585092994,3.332204510175,3.637586159726,2.944438979166,1.945910149055,1.064710736992,0,4.477336814478,2.833213344056,4.510859506517,2.639057329615,4.510859506517,2.07944154168,3.401197381662,3.828641396489,2.302585092994,3.044522437723,1.791759469228,0.69314718056,4.624972813284,4.700480365792,3.178053830348,3.912023005428,4.736198448395,3.178053830348,4.025351690735,4.430816798843,3.367295829986,3.761200115694,3.688879454114,4.430816798843,4.430816798843,4.488636369732,4.35670882669,4.330733340286,4.262679877041,4.234106504597,4.204692619391,4.369447852467,4.700480365792,4.727387818712,4.595119850135,3.761200115694,2.944438979166,4.204692619391,4.382026634674,3.496507561466,4.369447852467,4.043051267835,3.784189633918,4.927253685157,4.983606621708,5.04985600725,4.672828834462,4.709530201312,4.890349128222,4.897839799951,4.709530201312,4.219507705176,4.189654742026,4.043051267835,5.198497031266,4.574710978503,4.465908118655,4.948759890378
726,M,SAN,African,5.23644196283,5.214935757609,4.624972813284,4.844187086459,4.912654885736,4.700480365792,4.795790545597,4.753590191106,4.219507705176,4.718498871295,4.584967478671,3.912023005428,3.688879454114,4.691347882229,3.332204510175,4.15888308336,3.401197381662,2.77258872224,3.258096538021,3.555348061489,3.091042453358,1.791759469228,2.282382385677,-0.510825623766,4.521788577049,2.77258872224,4.564348191468,2.708050201102,4.553876891601,2.07944154168,3.637586159726,4.025351690735,2.564949357462,3.135494215929,1.791759469228,1.38629436112,4.682131227124,4.770684624466,3.433987204485,3.988984046564,4.718498871295,3.135494215929,4.094344562222,4.521788577049,3.295836866004,3.951243718581,3.688879454114,4.584967478671,4.521788577049,4.595119850135,4.477336814478,4.477336814478,4.406719247264,4.369447852467,4.330733340286,4.369447852467,4.753590191106,4.779123493112,4.644390899141,3.784189633918,2.302585092994,4.262679877041,4.382026634674,3.367295829986,4.248495242049,4.110873864173,3.891820298111,4.955827057601,4.976733742421,5.036952602414,4.812184355372,5.111987788357,4.820281565605,4.905274778438,4.779123493112,4.189654742026,4.110873864173,4.127134385045,5.075173815234,4.644390899141,4.49980967033,5.075173815234
727,M,SAN,African,5.252273428047,5.23644196283,4.564348191468,4.820281565605,4.890349128222,4.672828834462,4.912654885736,4.787491742782,4.369447852467,4.682131227124,4.574710978503,4.127134385045,3.828641396489,4.828313737302,3.332204510175,4.174387269896,3.367295829986,2.564949357462,3.526360524616,3.761200115694,3.178053830348,1.945910149055,2.128231705849,0.095310179804,4.564348191468,2.890371757896,4.682131227124,2.944438979166,4.672828834462,2.397895272798,3.761200115694,4.043051267835,2.708050201102,3.044522437723,2.07944154168,1.609437912434,4.653960350158,4.779123493112,3.433987204485,3.912023005428,4.762173934798,3.044522437723,4.110873864173,4.49980967033,3.583518938456,3.891820298111,3.555348061489,4.532599493153,4.532599493153,4.605170185988,4.430816798843,4.406719247264,4.317488113536,4.276666119016,4.330733340286,4.382026634674,4.753590191106,4.770684624466,4.691347882229,3.637586159726,2.197224577336,4.276666119016,4.248495242049,3.610917912644,4.248495242049,4.15888308336,3.828641396489,4.934473933131,4.948759890378,5.010635294096,4.779123493112,5.017279836815,4.820281565605,4.941642422609,4.624972813284,4.219507705176,4.143134726392,3.931825632724,5.010635294096,4.624972813284,4.394449154672,5.093750200807
728,M,SAN,African,5.141663556503,5.13579843705,4.49980967033,4.736198448395,4.890349128222,4.644390899141,4.812184355372,4.744932128363,4.262679877041,4.672828834462,4.54329478227,4.043051267835,3.737669618283,4.644390899141,3.218875824868,4.043051267835,3.258096538021,2.197224577336,3.401197381662,3.66356164613,2.995732273554,1.609437912434,1.722766597741,-0.916290731874,4.532599493153,2.995732273554,4.532599493153,2.639057329615,4.532599493153,2.197224577336,3.218875824868,3.737669618283,2.197224577336,2.890371757896,1.791759469228,0,4.63472898823,4.63472898823,3.332204510175,3.761200115694,4.709530201312,3.178053830348,3.988984046564,4.465908118655,3.332204510175,3.85014760171,3.401197381662,4.418840607797,4.418840607797,4.54329478227,4.317488113536,4.276666119016,4.234106504597,4.174387269896,4.143134726392,4.304065093204,4.644390899141,4.682131227124,4.595119850135,3.610917912644,2.397895272798,4.330733340286,4.219507705176,3.583518938456,4.276666119016,4.077537443906,3.891820298111,4.890349128222,4.983606621708,5.030437921392,4.844187086459,5.099866427824,4.804021044733,4.890349128222,4.736198448395,4.189654742026,4.189654742026,4.110873864173,5.023880520846,4.624972813284,4.394449154672,5.062595033027
729,M,SAN,African,5.214935757609,5.204006687077,4.615120516841,4.812184355372,4.919980925828,4.709530201312,4.836281906952,4.709530201312,4.234106504597,4.691347882229,4.615120516841,4.094344562222,3.828641396489,4.700480365792,3.258096538021,4.077537443906,3.332204510175,2.397895272798,3.4657359028,3.713572066704,3.178053830348,1.945910149055,0.788457360364,-1.609437912434,4.521788577049,3.044522437723,4.605170185988,2.995732273554,4.605170185988,2.564949357462,3.555348061489,3.931825632724,2.197224577336,3.044522437723,2.197224577336,0.69314718056,4.691347882229,4.672828834462,3.332204510175,3.761200115694,4.718498871295,2.995732273554,4.094344562222,4.532599493153,3.401197381662,3.912023005428,3.637586159726,4.553876891601,4.54329478227,4.605170185988,4.430816798843,4.406719247264,4.330733340286,4.234106504597,4.304065093204,4.406719247264,4.718498871295,4.718498871295,4.615120516841,3.784189633918,2.397895272798,4.290459441148,4.290459441148,3.555348061489,4.276666119016,4.025351690735,3.951243718581,4.875197323201,4.912654885736,4.96284463026,4.779123493112,5.06890420222,4.812184355372,4.948759890378,4.736198448395,4.127134385045,4.143134726392,4.204692619391,5.087596335232,4.653960350158,4.488636369732,5.062595033027
730,M,SAN,African,5.252273428047,5.247024072161,4.63472898823,4.897839799951,4.955827057601,4.762173934798,4.890349128222,4.828313737302,4.330733340286,4.682131227124,4.595119850135,4.189654742026,3.871201010908,4.779123493112,3.332204510175,4.143134726392,3.091042453358,2.302585092994,3.433987204485,3.737669618283,3.044522437723,2.302585092994,1.974081026022,0.69314718056,4.553876891601,2.995732273554,4.63472898823,2.833213344056,4.63472898823,2.302585092994,3.66356164613,4.060443010546,2.564949357462,3.091042453358,1.791759469228,1.098612288668,4.718498871295,4.820281565605,3.433987204485,3.970291913552,4.753590191106,3.178053830348,4.094344562222,4.54329478227,3.496507561466,3.761200115694,3.555348061489,4.595119850135,4.564348191468,4.653960350158,4.488636369732,4.488636369732,4.394449154672,4.369447852467,4.330733340286,4.454347296253,4.787491742782,4.812184355372,4.672828834462,3.583518938456,2.639057329615,4.219507705176,4.304065093204,3.637586159726,4.276666119016,4.110873864173,3.85014760171,4.897839799951,4.96284463026,5.023880520846,4.532599493153,4.804021044733,4.836281906952,4.905274778438,4.700480365792,4.219507705176,4.110873864173,4.094344562222,5.111987788357,4.624972813284,4.430816798843,5.043425116919
731,M,SAN,African,5.198497031266,5.187385805841,4.63472898823,4.836281906952,4.934473933131,4.787491742782,4.867534450456,4.804021044733,4.248495242049,4.700480365792,4.663439094112,4.204692619391,3.871201010908,4.787491742782,3.496507561466,4.248495242049,3.433987204485,2.833213344056,3.4657359028,3.737669618283,3.218875824868,1.791759469228,2.493205452603,0.641853886172,4.564348191468,3.178053830348,4.663439094112,3.044522437723,4.663439094112,2.639057329615,3.637586159726,3.970291913552,2.397895272798,3.218875824868,2.07944154168,0.69314718056,4.779123493112,4.605170185988,3.218875824868,3.85014760171,4.691347882229,3.044522437723,4.007333185232,4.510859506517,3.258096538021,3.688879454114,3.66356164613,4.564348191468,4.574710978503,4.672828834462,4.465908118655,4.44265125649,4.343805421854,4.290459441148,4.304065093204,4.465908118655,4.700480365792,4.736198448395,4.63472898823,3.828641396489,2.708050201102,4.304065093204,4.234106504597,3.610917912644,4.343805421854,3.931825632724,3.970291913552,4.844187086459,4.919980925828,4.948759890378,4.859812404362,4.976733742421,4.844187086459,4.927253685157,4.787491742782,4.060443010546,4.110873864173,4.127134385045,5.087596335232,4.700480365792,4.488636369732,5.023880520846
732,M,SAN,African,5.159055299215,5.159055299215,4.49980967033,4.779123493112,4.948759890378,4.682131227124,4.812184355372,4.744932128363,4.143134726392,4.744932128363,4.510859506517,4.077537443906,3.828641396489,4.718498871295,3.295836866004,4.060443010546,3.044522437723,2.484906649788,3.526360524616,3.713572066704,3.044522437723,2.197224577336,2.230014400159,0.336472236621,4.477336814478,2.890371757896,4.574710978503,2.890371757896,4.574710978503,2.484906649788,3.526360524616,3.912023005428,2.197224577336,3.044522437723,1.38629436112,0.69314718056,4.663439094112,4.63472898823,3.258096538021,3.80666248977,4.709530201312,3.178053830348,4.043051267835,4.44265125649,3.401197381662,3.737669618283,3.555348061489,4.454347296253,4.454347296253,4.532599493153,4.343805421854,4.317488113536,4.219507705176,4.15888308336,4.219507705176,4.304065093204,4.700480365792,4.753590191106,4.663439094112,3.610917912644,2.197224577336,4.276666119016,4.248495242049,3.637586159726,4.330733340286,4.043051267835,3.85014760171,4.912654885736,4.934473933131,4.983606621708,4.595119850135,4.983606621708,4.836281906952,4.890349128222,4.700480365792,4.127134385045,4.127134385045,3.85014760171,5.099866427824,4.653960350158,4.369447852467,5.087596335232
733,M,SAN,African,5.198497031266,5.170483995038,4.532599493153,4.828313737302,4.955827057601,4.787491742782,4.836281906952,4.753590191106,4.330733340286,4.736198448395,4.510859506517,4.127134385045,3.784189633918,4.709530201312,3.178053830348,4.077537443906,3.135494215929,2.484906649788,3.555348061489,3.713572066704,2.995732273554,1.945910149055,1.856297990366,-0.105360515658,4.532599493153,2.833213344056,4.595119850135,2.639057329615,4.595119850135,2.302585092994,3.4657359028,3.871201010908,2.197224577336,3.044522437723,1.791759469228,1.098612288668,4.787491742782,4.727387818712,3.526360524616,3.80666248977,4.672828834462,2.995732273554,4.077537443906,4.510859506517,3.401197381662,3.80666248977,3.610917912644,4.532599493153,4.477336814478,4.564348191468,4.44265125649,4.394449154672,4.369447852467,4.304065093204,4.262679877041,4.304065093204,4.753590191106,4.753590191106,4.595119850135,3.610917912644,2.302585092994,4.234106504597,4.276666119016,3.66356164613,4.304065093204,4.094344562222,3.828641396489,4.941642422609,4.997212273764,5.023880520846,4.700480365792,5.003946305945,4.753590191106,4.934473933131,4.727387818712,4.15888308336,4.077537443906,4.204692619391,5.075173815234,4.605170185988,4.49980967033,5.075173815234
734,M,SAN,African,5.170483995038,5.164785973924,4.465908118655,4.828313737302,4.882801922586,4.709530201312,4.836281906952,4.709530201312,4.276666119016,4.63472898823,4.44265125649,4.060443010546,3.784189633918,4.718498871295,3.433987204485,4.094344562222,3.258096538021,2.302585092994,3.433987204485,3.66356164613,3.135494215929,2.07944154168,2.197224577336,0.832909122935,4.532599493153,2.708050201102,4.615120516841,2.484906649788,4.595119850135,1.945910149055,3.4657359028,3.871201010908,2.397895272798,3.178053830348,1.945910149055,0.69314718056,4.663439094112,4.753590191106,3.367295829986,3.951243718581,4.700480365792,2.995732273554,4.077537443906,4.564348191468,3.295836866004,3.891820298111,3.713572066704,4.477336814478,4.418840607797,4.510859506517,4.382026634674,4.343805421854,4.330733340286,4.248495242049,4.219507705176,4.276666119016,4.736198448395,4.744932128363,4.644390899141,3.610917912644,2.484906649788,4.219507705176,4.276666119016,3.66356164613,4.304065093204,4.143134726392,3.737669618283,4.969813299576,5.030437921392,5.06890420222,4.700480365792,4.836281906952,4.836281906952,4.941642422609,4.795790545597,4.234106504597,4.094344562222,4.204692619391,5.198497031266,4.605170185988,4.44265125649,5.04985600725
735,M,SAN,African,5.159055299215,5.141663556503,4.564348191468,4.804021044733,4.912654885736,4.736198448395,4.820281565605,4.762173934798,4.290459441148,4.727387818712,4.564348191468,4.025351690735,3.713572066704,4.709530201312,3.332204510175,4.094344562222,3.367295829986,2.484906649788,3.367295829986,3.66356164613,2.944438979166,2.07944154168,2.151762203259,0.470003629246,4.477336814478,2.890371757896,4.574710978503,2.77258872224,4.54329478227,2.302585092994,3.66356164613,3.931825632724,2.484906649788,3.091042453358,1.609437912434,1.098612288668,4.727387818712,4.736198448395,3.401197381662,4.043051267835,4.727387818712,3.295836866004,4.077537443906,4.382026634674,3.178053830348,3.931825632724,3.637586159726,4.510859506517,4.488636369732,4.574710978503,4.418840607797,4.382026634674,4.343805421854,4.276666119016,4.290459441148,4.369447852467,4.718498871295,4.736198448395,4.553876891601,3.761200115694,2.397895272798,4.290459441148,4.290459441148,3.526360524616,4.248495242049,4.127134385045,3.871201010908,4.912654885736,4.96284463026,5.010635294096,4.605170185988,4.934473933131,4.820281565605,4.859812404362,4.744932128363,4.204692619391,4.189654742026,4.043051267835,5.062595033027,4.574710978503,4.510859506517,5.06890420222
736,M,SAN,African,5.187385805841,5.176149732574,4.521788577049,4.812184355372,4.912654885736,4.653960350158,4.787491742782,4.691347882229,4.262679877041,4.672828834462,4.521788577049,3.951243718581,3.713572066704,4.744932128363,3.258096538021,4.110873864173,3.178053830348,2.484906649788,3.401197381662,3.713572066704,3.044522437723,2.07944154168,1.704748092238,0.095310179804,4.532599493153,2.995732273554,4.564348191468,2.833213344056,4.595119850135,2.564949357462,3.433987204485,3.784189633918,2.397895272798,2.944438979166,1.609437912434,1.098612288668,4.653960350158,4.709530201312,3.295836866004,3.931825632724,4.691347882229,3.044522437723,4.127134385045,4.553876891601,3.367295829986,3.737669618283,3.583518938456,4.454347296253,4.465908118655,4.532599493153,4.343805421854,4.290459441148,4.262679877041,4.174387269896,4.174387269896,4.317488113536,4.709530201312,4.744932128363,4.653960350158,3.761200115694,2.639057329615,4.304065093204,4.304065093204,3.496507561466,4.304065093204,4.094344562222,3.828641396489,4.890349128222,4.948759890378,4.96284463026,4.653960350158,4.912654885736,4.85203026392,4.919980925828,4.762173934798,4.204692619391,4.110873864173,4.174387269896,5.075173815234,4.63472898823,4.465908118655,5.017279836815
737,M,SAN,African,5.176149732574,5.164785973924,4.488636369732,4.804021044733,4.983606621708,4.753590191106,4.812184355372,4.744932128363,4.234106504597,4.653960350158,4.510859506517,4.094344562222,3.737669618283,4.727387818712,3.218875824868,4.127134385045,3.258096538021,2.564949357462,3.332204510175,3.713572066704,3.135494215929,1.945910149055,2.07944154168,-0.223143551314,4.454347296253,2.995732273554,4.615120516841,2.944438979166,4.574710978503,2.484906649788,3.583518938456,3.951243718581,2.484906649788,2.995732273554,2.07944154168,0,4.744932128363,4.736198448395,3.526360524616,3.85014760171,4.691347882229,2.995732273554,3.951243718581,4.49980967033,3.433987204485,3.891820298111,3.496507561466,4.454347296253,4.465908118655,4.553876891601,4.330733340286,4.330733340286,4.174387269896,4.143134726392,4.204692619391,4.304065093204,4.700480365792,4.718498871295,4.644390899141,3.610917912644,2.484906649788,4.276666119016,4.234106504597,3.66356164613,4.290459441148,4.143134726392,3.784189633918,4.867534450456,4.934473933131,4.983606621708,4.762173934798,5.056245805348,4.762173934798,4.941642422609,4.709530201312,4.248495242049,4.110873864173,4.060443010546,5.036952602414,4.624972813284,4.418840607797,5.04985600725
738,M,SAN,African,5.181783550292,5.170483995038,4.595119850135,4.867534450456,4.905274778438,4.691347882229,4.882801922586,4.804021044733,4.317488113536,4.762173934798,4.605170185988,4.060443010546,3.761200115694,4.787491742782,3.332204510175,4.110873864173,3.433987204485,2.639057329615,3.401197381662,3.688879454114,3.295836866004,2.197224577336,2.468099531472,0.916290731874,4.564348191468,2.944438979166,4.663439094112,2.833213344056,4.653960350158,2.197224577336,3.637586159726,3.931825632724,2.708050201102,3.135494215929,2.07944154168,0.69314718056,4.663439094112,4.672828834462,3.258096538021,3.931825632724,4.682131227124,3.178053830348,4.060443010546,4.510859506517,3.295836866004,3.871201010908,3.713572066704,4.510859506517,4.54329478227,4.595119850135,4.382026634674,4.406719247264,4.317488113536,4.276666119016,4.317488113536,4.382026634674,4.744932128363,4.779123493112,4.63472898823,3.871201010908,2.833213344056,4.304065093204,4.276666119016,3.526360524616,4.35670882669,3.988984046564,3.871201010908,4.919980925828,4.969813299576,5.036952602414,4.727387818712,4.897839799951,4.85203026392,4.882801922586,4.779123493112,4.110873864173,4.077537443906,4.127134385045,5.159055299215,4.63472898823,4.54329478227,5.003946305945
