ID,GOL,NOL,BNL,BBH,XCB,XFB,ZYB,AUB,WCB,ASB,BPL,NPH,NLH,JUB,NLB,MAB,MDH,MDB,OBH,OBB,DKB,NDS,WNB,SIS,ZMB,SSS,FMB,NAS,EKB,DKS,IML,XML,MLS,WMH,SOS,GLS,STB,FRC,FRS,FRF,PAC,PAS,PAF,OCC,OCS,OCF,FOL,NAR,SSR,PRR,DKR,ZOR,FMR,EKR,ZMR,AVR,BRR,VRR,LAR,OSR,BAR,NAA,PRA,BAA,NBA,BBA,BRA,SSA,NFA,DKA,NDA,SIA,FRA,PAA,OCA,RFA,RPA,ROA,BSA,SBA,SLA,TBA
CHN1789_ms25,NA,NA,101,143,NA,NA,136,NA,NA,NA,95,72,54,NA,NA,63,30,14,NA,NA,24,NA,8.348,2.817,NA,21,NA,16,100,10,NA,53,12,NA,7,NA,NA,111,23,53,119,24,NA,98,NA,48,NA,91,91,98,81,NA,75,NA,74,NA,124,NA,108,43,18,64,73,43,85,51,45,133,145,150,113,112,135,136,122,60,61,65,166,98,89,148
